date,,1990-03-30 00:00:00,1990-06-29,1990-09-28,1990-12-31,1991-03-28,1991-06-28,1991-09-30,1991-12-31,1992-03-31,1992-06-30,1992-09-30,1992-12-31,1993-03-31,1993-06-30,1993-09-30,1993-12-31 00:00:00,1994-03-31 00:00:00,1994-06-30 00:00:00,1994-09-30 00:00:00,1994-12-30 00:00:00,1995-03-31 00:00:00,1995-06-30 00:00:00,1995-09-29 00:00:00,1995-12-29 00:00:00,1996-03-29 00:00:00,1996-06-28 00:00:00,1996-09-30 00:00:00,1996-12-31 00:00:00,1997-03-31 00:00:00,1997-06-30 00:00:00,1997-09-30 00:00:00,1997-12-31 00:00:00,1998-03-31 00:00:00,1998-06-30 00:00:00,1998-09-30 00:00:00,1998-12-31 00:00:00,1999-03-31 00:00:00,1999-06-30 00:00:00,1999-09-30 00:00:00,1999-12-31 00:00:00,2000-03-31 00:00:00,2000-06-30 00:00:00,2000-09-29 00:00:00,2000-12-29 00:00:00,2001-03-30 00:00:00,2001-06-29 00:00:00,2001-09-28 00:00:00,2001-12-31 00:00:00,2002-03-28 00:00:00,2002-06-28 00:00:00,2002-09-30 00:00:00,2002-12-31 00:00:00,2003-03-31 00:00:00,2003-06-30 00:00:00,2003-09-30 00:00:00,2003-12-31 00:00:00,2004-03-31 00:00:00,2004-06-30 00:00:00,2004-09-30 00:00:00,2004-12-31 00:00:00,2005-03-31 00:00:00,2005-06-30 00:00:00,2005-09-30 00:00:00,2005-12-30 00:00:00,2006-03-31 00:00:00,2006-06-30 00:00:00,2006-09-29 00:00:00,2006-12-29 00:00:00,2007-03-30 00:00:00,2007-06-29 00:00:00,2007-09-28 00:00:00,2007-12-31 00:00:00,2008-03-31 00:00:00,2008-06-30 00:00:00,2008-09-30 00:00:00,2008-12-31 00:00:00,2009-03-31 00:00:00,2009-06-30 00:00:00,2009-09-30 00:00:00,2009-12-31 00:00:00,2010-03-31 00:00:00,2010-06-30 00:00:00,2010-09-30 00:00:00,2010-12-31 00:00:00,2011-03-31 00:00:00,2011-06-30 00:00:00,2011-09-30 00:00:00,2011-12-30 00:00:00,2012-03-30 00:00:00,2012-06-29 00:00:00,2012-09-28 00:00:00,2012-12-31 00:00:00,2013-03-28 00:00:00,2013-06-28 00:00:00,2013-09-30 00:00:00,2013-12-31 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-30 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-29 00:00:00,2017-12-29 00:00:00,2018-03-29 00:00:00,2018-06-29 00:00:00,2018-09-28 00:00:00,2018-12-31 00:00:00,2019-03-29 00:00:00,2019-06-28 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-30 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-29 00:00:00,2023-12-29 00:00:00,2024-03-28 00:00:00,2024-06-28 00:00:00,2024-09-30 00:00:00
  - Operating Expenses,IS_OPERATING_EXPN,,,,,,,,,,,,,,,,327.689,347.194,333.784,441.446,357.169,361.882,348.578,520.477,395.423,397.913,394.125,542.957,436.301,442.123,429.438,596.345,478.054,482.803,475.871,660.182,529.697,547.516,534.278,757.714,607.051,644.847,611.652,934.126,710.807,741.983,718.609,1017.231,808.252,848.621,812.694,1157.226,906.896,974.196,929.162,1323.787,1042.538,1088.821,1055.28,1441.689,1142.071,1208.118,1174.1,1580.97,1276.469,1317.982,1282.234,1883.051,1405.194,1495.477,1441.672,1985.916,1591.086,1625.23,1590.915,2203.956,1697,1674,1671,2268,1790,1876,1795,2413,1957,2044,2000,2736,2155,2184,2158,3059,2350,2367,2323,3115,2525,2539,2503,3395,2711,2680,2593,3526,2832,2845,2749,3720,2962,2995,2922,4153,3241,3246,3163,4294,3497,3473,3385,4725,3746,3750,3838,5053,4320,4351,4199,5667,4718,4575,4450,6036,4917,4940,4794,6939,5358,5240,5145,7067
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.47,,,,747.485,596.717,636.739,604.924,916.975,691.127,731.411,705.858,1000.663,786.118,840.005,806.617,1142.796,888.779,967.051,923.309,1318.259,1032.413,1084.605,1050.728,1430.131,1131.686,1185.122,1164.625,1570.596,1264.092,1313.368,1271.803,1867.969,1382.467,1487.991,1432.65,1969.988,1569.594,1615.531,1582.488,2186.191,1677,1666,1655,2254,1777,1873,1789,2401,1941,2038,1991,2714,2145,2176,2152,3044,2332,2361,2313,3098,2501,2531,2487,3380,2696,2671,2579,3499,2806,2835,2731,3696,2940,2980,2907,4123,3224,3234,3155,4263,3475,3464,3371,4684,3732,3743,3830,5027,4298,4342,4199,5632,4718,4575,4450,6036,4917,4940,4794,6939,5358,5240,5145,7067
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,16,14,13,3,6,12,16,6,9,22,10,8,6,15,18,6,10,17,24,8,16,15,15,9,14,27,26,10,18,24,22,15,15,30,17,12,8,31,22,9,14,41,14,7,8,26,22,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),IS_OPER_INC,,,,,,,,,,,,,,,,81.268,110.294,65.244,110.833,95.31,123.646,71.336,143.04,101.025,136.79,87.44,165.468,138.738,177.562,123.634,215.778,172.413,213.211,146.46,261.192,180.596,256.189,177.826,302.016,216.26,299.773,198.71,329.707,212.827,288.368,174.65,334.422,223.904,322.201,220.802,385.678,242.792,299.563,255.586,378.193,258.82,358.176,301.647,468.007,303.445,393.895,319.139,474.217,326.706,432.744,355.889,515.746,357.472,364.787,339.996,559.939,394.933,501.467,474.78,597.903,422,398,359,598,428,470,491,688,525,596,556,762,543,644,623,949,639,738,722,954,668,724,737,1091,770,877,821,1156,767,856,858,1191,849,844,968,1450,951,1016,1067,1446,949,1203,1122,1463,1061,1266,1179,1929,1430,1340,1663,2275,1693,1812,1791,2497,1751,1903,1679,2781,1984,2062,2197,3042
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,19,18,6,-4,17,4,21,23,22,-10,-10,17,1,-16,-7,-1,10,0,9,-4,13,5,-9,7,22,0,5,15,23,10,3,35,3,31,15,30,-4,-3,14,-12,-1,-29,3,-11,16,60,10,21,13,-16,-3,11,-36,-19,-19,-80,-92,-182,-122,-175,-87,-71
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.533,,,,-3.28,,,,-6.929,-4.041,,,0.532,,,,-11.218,,,,,,0.691,1.781,-5.553,-15.59,-24.779,-30.159,-38.568,-18.252,-35.225,-33.751,-43.839,-18.468,-20.729,-10.889,-59.009,-3.131,-2.875,5.636,-35.006,19,17,22,23,17,22,23,28,19,18,17,21,16,16,8,6,3,15,16,21,9,14,14,18,13,12,21,28,24,24,20,24,21,20,9,34,24,21,21,18,15,1,8,-52,6,4,27,31,29,29,32,-62,31,30,29,-136,-20,-71,-74,-145,-116,-106,-53,-879
    + Interest Expense,IS_INT_EXPENSE,,,,,,,,,,,,,,,,10.823,11.655,12.155,15.839,14.139,13.48,16.747,23.545,17.771,17.501,19.194,23.612,18.933,17.243,14.662,25.443,10.923,10.965,10.477,15.17,10.912,10.995,10.524,13.096,10.397,10.576,9.604,8.704,6.964,8.902,9.023,7.135,6.238,6.199,8.643,8.016,8.468,8.003,8.715,11.734,8.475,8.261,9.004,10.911,9.642,8.98,8.476,7.339,3.724,2.923,2.679,3.244,2.14,3.62,26.016,32.303,22.968,23.471,24.14,32.057,25,25,25,33,24,26,27,34,26,27,27,36,27,27,19,22,13,25,25,36,27,26,25,35,26,27,31,40,33,31,30,39,29,31,21,53,37,37,37,48,36,34,35,45,38,34,37,51,39,40,40,52,39,36,35,48,34,34,36,56,38,41,41,49
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.637,6.039,11.192,10.659,16.376,10.667,14.983,12.943,15.633,11.005,15.829,9.801,6.603,2.427,3.086,2.329,19.234,3.107,4.933,3.854,9.306,7.57,7.57,7.223,16.464,25.232,33.759,,,21.976,38.148,36.43,47.083,20.608,24.349,36.905,91.312,26.099,26.346,18.504,67.063,6,8,3,10,7,4,4,6,7,9,10,15,11,11,11,16,10,10,9,15,18,12,11,17,13,15,10,12,9,7,10,15,8,11,12,19,13,16,16,30,21,33,27,97,32,30,10,20,10,11,8,114,8,6,6,184,54,105,110,201,154,147,94,928
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,-7,-3,-8,-11,-26,-6,,,,,,-3,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,-24,0,13,-3,-40,0,4,-4,-5,0,-3,-6,-3,3,-5,-3,-1,-1,-3,-2,-1,-1,-15,-4,-3,-5,35,-3,-44,-5,23,-5,-8,-6,-5,-6,23,-7,-7,-6,29,-11,-9,-13,46,-8,-7,-9,117,9,-6,-9,-8,-3,-38,-14,834
"Pretax Income (Loss), Adjusted",PRETAX_INC,,,,,,,,,,,,,,,,-47.033,101.212,54.303,95.073,82.25,110.464,55.657,119.833,84.345,121.576,70.253,147.303,53.462,163.78,109.527,193.56,163.21,209.989,142.045,251.159,173.723,253.386,176.461,255.296,215.53,302.68,200.549,333.636,215.868,294.295,175.428,317.89,216.093,320.928,217.283,383.88,236.958,296.043,250.05,375.188,254.248,359.987,315.331,471.06,306.593,405.694,337.822,488.479,347.311,463.618,385.779,554.709,378.111,394.234,355.887,581.759,405.163,521.465,465.323,607.023,418,385,340,580,422,474,474,684,504,573,534,772,553,627,622,965,646,739,712,954,659,728,724,1086,779,870,799,1156,762,841,835,1181,846,809,965,1419,936,986,1071,1449,935,1215,1123,1492,1058,1277,1163,1869,1420,1319,1650,2291,1696,1801,1827,2516,1770,1983,1771,2963,2106,2237,2284,3113
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,2.5,0,3,1.5,50,1.5,1.5,2,3,1,1,,16,8.6,3,4.5,5,5,30.5,6,4,4,3,-8.5,2.5,2.8,4,3,6.593,8.811,1.428,1.182,1.632,4.332,3.459,31.23,35.8,0.079,0,9.205,9.729,35,0,8,23,0,22,1,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,123.4785,0,0,0,0,0,0,0,84,118,0,77,0,0,0,298,0,0,0,-35,26
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,50,,,,3,1,,,16,,,,5,,,,,,3,-8.5,2.5,2.8,4,3,6.593,1.211,1.428,1.182,1.632,4.332,3.459,0.931,4.886,0.079,-2.865,9.205,-6.171,30,,7,,,,1,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,298,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,23,,22,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.4785,,,,,,,,,118,,77,,,,,,,,-35,26
"Pretax Income (Loss), GAAP",PRETAX_INC,,,,,,,,,,,,,,,,-47.033,101.212,54.303,95.073,82.25,110.464,55.657,119.833,84.345,121.576,70.253,147.303,53.462,163.78,109.527,193.56,163.21,209.989,142.045,251.159,173.723,253.386,176.461,255.296,215.53,302.68,200.549,333.636,215.868,294.295,175.428,317.89,216.093,320.928,217.283,383.88,236.958,296.043,250.05,375.188,254.248,359.987,315.331,471.06,306.593,405.694,337.822,488.479,347.311,463.618,385.779,554.709,378.111,394.234,355.887,581.759,405.163,521.465,465.323,607.023,418,385,340,580,422,474,474,684,504,573,534,772,553,627,622,965,646,739,712,954,659,728,724,1086,779,870,799,1156,762,841,835,1181,846,809,965,1419,936,986,1071,1449,935,1215,1123,1492,1058,1277,1163,1869,1420,1319,1650,2291,1696,1801,1827,2516,1770,1983,1771,2963,2106,2237,2284,3113
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,,,,,,,,,,,,,,,,-10.095,41.503,22.263,38.986,33.723,45.693,23.042,48.505,34.792,50.15,28.979,60.763,21.652,66.331,43.262,76.887,65.284,83.996,56.818,100.463,69.489,101.354,70.584,102.118,86.212,121.072,80.22,133.454,86.347,117.718,70.171,127.156,86.437,128.372,86.913,136.479,91.229,113.975,96.27,135.759,94.071,133.195,116.673,174.292,113.44,100.242,128.034,144.154,131.493,167.415,150.184,199.11,141.225,144.756,131.901,209.337,143.182,193.615,170.257,209.195,152,142,128,206,152,169,163,247,172,204,193,272,225,215,217,343,225,185,248,332,228,255,245,381,274,263,280,378,275,286,286,396,291,288,259,487,285,273,309,396,158,314,207,382,202,330,311,465,239,348,417,597,351,481,455,638,406,517,469,803,517,494,603,759
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,,,,,,,,,,,,,,,,-36.938,59.709,32.04,56.087,48.527,64.771,32.615,71.328,49.553,71.426,41.274,86.54,31.81,97.449,66.265,116.673,97.926,125.993,85.227,150.696,104.234,152.031,105.877,153.178,129.318,181.608,120.329,200.182,129.521,176.577,105.257,190.734,129.656,192.556,130.37,247.401,145.729,182.068,153.78,239.429,160.177,226.792,198.658,296.768,193.153,305.452,209.788,354.699,215.818,296.203,235.595,355.599,236.886,249.478,223.986,372.422,261.981,327.85,295.066,397.828,266,243,212,374,270,305,311,437,332,369,341,500,328,412,405,622,421,554,464,622,431,473,479,705,505,607,519,778,487,555,549,785,555,521,706,932,651,713,762,1053,777,901,916,1110,856,947,852,1404,1181,971,1233,1694,1345,1320,1372,1878,1364,1466,1302,2160,1589,1743,1681,2354
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,-3.947,-2.566,0,229.779,0,83.363,0,0,0,0,0,0,0,0,0,0,0,0,0,,118.023,0,0,,0,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,,,,,,0,,,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,,,,,,,,-32.991,62.275,32.04,-173.692,48.527,-18.592,32.615,71.328,49.553,71.426,41.274,86.54,31.81,97.449,66.265,116.673,97.926,125.993,85.227,150.696,-13.789,152.032,105.877,153.178,129.318,181.608,120.329,200.182,129.521,176.577,105.257,190.734,129.656,192.556,130.37,247.401,145.729,182.068,153.78,239.429,160.177,226.792,198.658,296.768,193.153,305.452,209.788,344.325,215.818,296.203,235.595,355.599,236.886,249.478,223.986,372.422,261.981,327.85,295.066,397.828,266,243,212,374,270,305,311,437,332,369,341,500,328,412,405,622,421,554,464,622,431,473,479,705,505,607,519,778,487,555,549,785,555,521,706,932,651,713,762,1053,777,901,916,1110,856,947,852,1404,1181,971,1233,1694,1345,1320,1372,1878,1364,1466,1302,2160,1589,1743,1681,2354
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,,,,,,0,,,,,0,,,,0,,0,,3,4,2,,4,6,5,5,20,21,17,22,8,18,19,13,5,7,5,5,6,10,6,8,9,9,3,11,7,9,4,6,10,6,6,13,11,12,12,10,10,12,10,13,12,16,14,15,15,20,13,24,21,21,19,10,0,0,0,0,0,0,0,0
"Net Income, GAAP",NET_INCOME,,,,,,,,,,,,,,,,-32.991,62.275,32.04,-173.692,48.527,-18.592,32.615,71.328,49.553,71.426,41.274,86.54,31.81,97.449,66.265,116.673,97.926,125.993,85.227,150.696,-13.789,152.032,105.877,153.178,129.318,181.608,120.329,200.182,129.521,176.577,105.257,190.734,129.656,192.556,130.37,247.401,145.729,182.068,153.78,239.429,160.177,226.792,198.658,296.768,193.153,305.452,209.788,354.699,215.818,296.203,235.595,355.599,236.886,249.478,223.986,372.422,261.981,327.85,295.066,397.828,263,239,210,374,266,299,306,432,312,348,324,478,320,394,386,609,416,547,459,617,425,463,473,697,496,598,516,767,480,546,545,779,545,515,700,919,640,701,750,1043,767,889,906,1097,844,931,838,1389,1166,951,1220,1670,1324,1299,1353,1868,1364,1466,1302,2160,1589,1743,1681,2354
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,,,,,,0,,,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,0,0,,,0,,,,0,,,,,,0,,,,0,,0,,,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,,,,,,,,-32.991,62.275,32.04,-173.692,48.527,-18.592,32.615,71.328,49.553,71.426,41.274,86.54,31.81,97.449,66.265,116.673,97.926,125.993,85.227,150.696,-13.789,152.032,105.877,153.178,129.318,181.608,120.329,200.182,129.521,176.577,105.257,190.734,129.656,192.556,130.37,247.401,145.729,182.068,153.78,239.429,160.177,226.792,198.658,296.768,193.153,305.452,209.788,354.699,215.818,296.203,235.595,355.599,236.886,249.478,223.986,372.422,261.981,327.85,295.066,397.828,263,239,210,374,266,299,306,432,312,348,324,478,320,394,386,609,416,547,459,617,425,463,473,697,496,598,516,767,480,546,545,779,545,515,700,919,640,701,750,1043,767,889,906,1097,844,931,838,1389,1166,951,1220,1670,1324,1299,1353,1868,1364,1466,1302,2160,1589,1743,1681,2354
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,,,,,,,,-32.991,62.275,32.04,-173.692,48.527,-18.592,32.615,71.328,49.553,71.426,41.274,86.54,31.81,97.449,66.265,116.673,97.926,125.993,85.227,150.696,-13.789,152.032,105.877,153.178,129.318,181.608,120.329,200.182,129.521,176.577,105.257,190.734,129.656,192.556,130.37,247.401,145.729,182.068,153.78,239.429,160.177,226.792,198.658,296.768,193.153,305.452,209.788,354.699,215.818,296.203,235.595,355.599,236.886,249.478,223.986,372.422,261.981,327.85,295.066,397.828,263,239,210,374,266,299,306,432,312,348,324,478,320,394,386,609,416,547,459,617,425,463,473,697,496,598,516,767,480,546,545,779,545,515,700,919,640,701,750,1043,767,889,906,1097,844,931,838,1389,1166,951,1220,1670,1324,1299,1353,1868,1364,1466,1302,2160,1589,1743,1681,2354
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.324,22.75,0,5.2,14.95,0,14.3,0.65,0,0.65,0,0,0,28.9746,0,0,0,0,-62,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,-30.8368,0,-82,0,0,0,0,0,0,0,-73,97.548,0,0,0,0,0,0,19,62.2117,93.22,0,57.8352,0,0,0,222.18,0,0,0,-27.65,20.54
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,-3.947,-2.566,0,229.779,0,83.363,0,0,0,0,0,0,0,0,0,0,0,0,0,,118.023,0,0,,0,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,,,,,,0,,,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
